order_book_id,board_type,sector_code,month,date,yield_rate,ep_ratio_ttm,pb_ratio_ttm,sp_ratio_ttm,MACD_DIFF,MACD_DEA,MACD_HIST,RSI10,SY,BIAS20,VOL30,VOL60,VOL120,VOLT20,VOLT60,AR,BR
600895.XSHG,MainBoard,Industrials,0,2012-01-04,0.874805272953522,-1.8503595980707748,-0.8445893991687669,-0.3088437889399693,-0.9549428781969544,-0.8427021102232383,-0.48304824577241756,-2.044566975198315,-1.7081312788569214,-1.9642121677770106,-0.7164748467083218,-0.6758741058821494,-0.7367932929100595,0.25085490330317206,-0.31454109073216774,-1.5062255248197083,-1.3185880989065644
600895.XSHG,MainBoard,Industrials,1,2012-01-05,1.136807982260018,-1.8424029931960635,-0.8822305879601946,-0.2643763345957784,-0.9940728810206402,-0.8836228969758366,-0.4845747315878099,-2.0819591034291896,-1.7081312788569214,-2.1027767198876304,-0.7161113911951132,-0.6744340934549347,-0.7367926791052597,0.24972099941194303,-0.27953173315276536,-1.5613042575227716,-1.4074159541632427
600895.XSHG,MainBoard,Industrials,2,2012-01-06,1.2242713212762437,-1.845549998328249,-0.8675923478746395,-0.2819641511632656,-0.9993337559334728,-0.9174749608289979,-0.4077093635602002,-1.765748835672973,-0.9733966735936358,-1.7752094901784137,-0.7211298741771981,-0.6815717321959628,-0.7380101866088009,0.21540233866228595,-0.2511105274324385,-1.681346437929126,-1.5350754421944734
600895.XSHG,MainBoard,Industrials,3,2012-01-09,1.003737928515001,-1.8587033092970497,-0.8027658560671805,-0.3554746828775001,-0.9384138884613303,-0.931640232645632,-0.19363481072662714,-0.5361186661938572,-0.9733966735936358,-0.9745312255386556,-0.7110857583347645,-0.6813662730541378,-0.7368643154008303,0.08710688468834578,-0.23362889236194515,-1.4950028181198263,-1.2588189091175777
600895.XSHG,MainBoard,Industrials,4,2012-01-10,0.7978874243368343,-1.8684634279925503,-0.7504864271901974,-0.4100215202937275,-0.8362334858353557,-0.9213077995504446,0.07275238403682094,-0.11500096409244681,-0.2386620683303497,-0.3118471205610805,-0.6967547327099688,-0.6761189298853549,-0.7358388651039551,-0.051952373915015844,-0.2227969702984295,-1.3957673204235828,-1.3713058674283072
600895.XSHG,MainBoard,Industrials,5,2012-01-11,0.7750148397935797,-1.8684634279925503,-0.7504864271901974,-0.4100215202937275,-0.7441254875234267,-0.8935128394555507,0.26263984035662513,-0.08198295414836099,-0.2386620683303497,-0.13939291555732947,-0.6891083865425722,-0.6749134197986951,-0.7361277197128774,-0.21454540489421908,-0.21377549066681753,-1.3744940157820316,-1.336612763330594
600895.XSHG,MainBoard,Industrials,6,2012-01-12,0.6249800499444508,-1.8692142490722838,-0.7463040728800387,-0.4142176696073399,-0.6576598396782682,-0.8529441196662602,0.4015410343284086,-0.009943659724898926,0.4960725369329364,0.05858417865865511,-0.6905528155388294,-0.6726008661136724,-0.7357167664220345,-0.4045239776867752,-0.20338162498066897,-1.2533034927063846,-1.1737348316742637
600895.XSHG,MainBoard,Industrials,7,2012-01-13,0.7106241316226807,-1.8622990225145628,-0.7839452616714665,-0.3755702155641558,-0.6095880011620717,-0.810296986260069,0.4241441175481788,0.21614889508103693,0.4960725369329364,-0.21220433950132375,-0.6945276628419359,-0.6707160705984102,-0.7602756765014322,-0.45711100281380274,-0.190332927267756,-1.3040394323337605,-1.2081711794985177
600895.XSHG,MainBoard,Industrials,8,2012-01-16,0.9549269059660496,-1.8591075540950144,-0.8006746789121012,-0.3577339049176051,-0.5756506167839275,-0.7689836913165659,0.4096388514024267,0.11705894822164534,-0.2386620683303497,-0.3119511222241667,-0.7174586238813161,-0.6717631676874826,-0.7713556177350268,-0.47063005692667464,-0.17597727064164018,-1.3408259745997178,-1.2570508798019338
600895.XSHG,MainBoard,Industrials,9,2012-01-17,0.5401618184017365,-1.8718088117752782,-0.7316658327944835,-0.4287180250171262,-0.4855492892444758,-0.7168293859140291,0.5275223877777666,0.5785955456255533,0.4960725369329364,0.40923934959461944,-0.7242388182754754,-0.6689596208414925,-0.7759828187748415,-0.515650978690625,-0.16800292979647619,-1.2694902364928815,-1.1726680191136807
600895.XSHG,MainBoard,Industrials,10,2012-01-18,0.9992228376306659,-1.869588059851327,-0.7442128957249594,-0.41630680360509736,-0.4167977329899528,-0.6605291565411818,0.5726068690761349,0.927540671758784,0.4960725369329364,0.3336878980977289,-0.7272703282625509,-0.6674412879161196,-0.7791342145015406,-0.5535698889151004,-0.16072779660224393,-1.1597587674693832,-1.0503600926679226
600895.XSHG,MainBoard,Industrials,11,2012-01-19,0.8455166309062304,-1.8750704446427224,-0.7128452383987697,-0.4469464670353494,-0.33091950883956517,-0.5972806947208135,0.6481603013912942,1.5267290137355392,0.4960725369329364,0.6644602180736513,-0.7208516452937286,-0.6664202098755417,-0.7799947724214986,-0.578299602933465,-0.1574170954220774,-1.0918604052593976,-0.8887106405448136
600895.XSHG,MainBoard,Industrials,12,2012-01-20,1.1067760875446968,-1.8764939942575285,-0.7044805297784524,-0.4549023261611761,-0.25074494530967034,-0.5296831324958663,0.695453206909941,1.502881523167773,0.4960725369329364,0.7548519138418405,-0.7151413802659666,-0.6719488969168153,-0.7822367231048875,-0.586694759034162,-0.15622273116824414,-0.9874559008603702,-0.8036866492959225
